gare de depart	gare d'arrivee	heure de depart	heure d'arrivee	prix	correspondance 1	correspondance 2	correspondance 3	correspondance 4
MARRAKECH	ADDAKHLA SUPRATOURS	05h00	06h00	660 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ADDAKHLA SUPRATOURS	15h30	15h00	660 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ADDAKHLA SUPRATOURS	21h00	20h30	660 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	05h00	10h14	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	08h30	12h00	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	10h00	13h29	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	11h45	15h14	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	12h45	16h14	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	14h00	17h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	14h45	18h15	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	15h45	19h15	150 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	16h45	20h15	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	18h45	22h15	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	20h00	23h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	21h00	00h28	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	AGADIR (SUPRAT.)	22h45	02h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	04h50	05h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	05h50	06h34	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	06h50	07h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	07h50	08h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	08h50	09h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	09h50	10h34	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	10h50	11h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	11h50	12h34	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	12h50	13h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	13h50	14h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	14h50	15h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	15h50	16h34	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	16h50	17h34	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	17h50	18h34	45 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	BENGUERIR	19h00	19h44	40 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA PORT							
MARRAKECH	CASA VOYAGEURS	04h50	07h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	05h50	08h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	06h50	09h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	07h50	10h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	08h50	11h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	09h50	12h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	10h50	13h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	11h50	14h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	12h50	15h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	13h50	16h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	14h50	17h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	15h50	18h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	16h50	19h28	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	17h50	20h28	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	CASA VOYAGEURS	19h00	21h38	120 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	EL JADIDA	05h50	10h10	160 DH	correspondance 1 : 08h20 a Gare Casa Oasis - correspondance 34 Min - depart 08h54	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	EL JADIDA	07h50	12h05	160 DH	correspondance 1 : 10h20 a Gare Casa Oasis - correspondance 34 Min - depart 10h54	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	EL JADIDA	09h50	14h05	160 DH	correspondance 1 : 12h20 a Gare Casa Oasis - correspondance 34 Min - depart 12h54	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	EL JADIDA	11h50	16h08	160 DH	correspondance 1 : 14h20 a Gare Casa Oasis - correspondance 34 Min - depart 14h54	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	EL JADIDA	13h50	18h07	160 DH	correspondance 1 : 16h20 a Gare Casa Oasis - correspondance 31 Min - depart 16h51	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	EL JADIDA	14h50	19h05	160 DH	correspondance 1 : 17h20 a Gare Casa Oasis - correspondance 34 Min - depart 17h54	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	EL JADIDA	15h50	20h10	160 DH	correspondance 1 : 18h20 a Gare Casa Oasis - correspondance 34 Min - depart 18h54	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	EL JADIDA	16h50	21h00	175 DH	correspondance 1 : 19h20 a Gare Casa Oasis - correspondance 38 Min - depart 19h58	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ESSAOUIRA SUPRATOURS	07h45	10h45	100 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ESSAOUIRA SUPRATOURS	09h00	12h00	125 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ESSAOUIRA SUPRATOURS	10h45	13h45	100 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ESSAOUIRA SUPRATOURS	12h00	15h00	100 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ESSAOUIRA SUPRATOURS	14h45	17h45	100 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ESSAOUIRA SUPRATOURS	16h45	19h45	100 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	ESSAOUIRA SUPRATOURS	19h00	22h00	100 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	04h50	11h17	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	05h50	12h20	235 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	06h50	13h20	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	07h50	14h20	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	08h50	15h20	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	09h50	16h20	215 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	10h50	17h22	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	11h50	18h25	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	12h50	19h23	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	13h50	20h25	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	14h50	21h23	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	15h50	22h20	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	16h50	23h20	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	FES	17h50	00h12	195 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	GUELMIMA	08h00	16h59	220 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	04h50	08h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	05h50	09h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	06h50	10h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	07h50	11h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	08h50	12h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	09h50	13h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	10h50	14h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	11h50	15h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	12h50	16h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	13h50	17h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	14h50	18h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	15h50	19h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	16h50	20h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	17h50	21h59	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KENITRA	19h00	23h09	165 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KHOURIBGA	05h50	10h43	124 DH	correspondance 1 : 07h58 a Gare BERRECHID - correspondance 50 Min - depart 08h48	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	KHOURIBGA	16h50	21h51	133 DH	correspondance 1 : 18h58 a Gare BERRECHID - correspondance 55 Min - depart 19h53	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	LAAYOUNE SUPRATOURS	05h00	21h59	480 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	LAAYOUNE SUPRATOURS	15h30	07h14	480 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	LAAYOUNE SUPRATOURS	19h00	09h00	480 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	LAAYOUNE SUPRATOURS	21h00	11h29	480 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	LAAYOUNE SUPRATOURS	23h00	12h30	480 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MARTIL	04h50	12h00	405 DH	correspondance 1 : 07h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 08h00	correspondance 2 : 10h10 a Gare TANGER VILLE - correspondance 20 Min - depart 10h30	pas de correspondance	pas de correspondance
MARRAKECH	MARTIL	06h50	14h00	405 DH	correspondance 1 : 09h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 10h00	correspondance 2 : 12h10 a Gare TANGER VILLE - correspondance 20 Min - depart 12h30	pas de correspondance	pas de correspondance
MARRAKECH	MARTIL	08h50	16h00	385 DH	correspondance 1 : 11h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 12h00	correspondance 2 : 14h10 a Gare TANGER VILLE - correspondance 20 Min - depart 14h30	pas de correspondance	pas de correspondance
MARRAKECH	MARTIL	10h50	18h00	405 DH	correspondance 1 : 13h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 14h00	correspondance 2 : 16h10 a Gare TANGER VILLE - correspondance 20 Min - depart 16h30	pas de correspondance	pas de correspondance
MARRAKECH	MARTIL	13h50	21h00	405 DH	correspondance 1 : 16h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 17h00	correspondance 2 : 19h10 a Gare TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance	pas de correspondance
MARRAKECH	MARTIL	15h50	23h00	385 DH	correspondance 1 : 18h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 19h00	correspondance 2 : 21h10 a Gare TANGER VILLE - correspondance 20 Min - depart 21h30	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	04h50	10h37	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	05h50	11h40	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	06h50	12h37	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	07h50	13h40	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	08h50	14h37	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	09h50	15h40	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	10h50	16h37	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	11h50	17h40	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	12h50	18h40	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	13h50	19h40	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	14h50	20h37	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	15h50	21h40	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	16h50	22h37	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MEKNES	17h50	23h34	180 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MIDELT (SUPRAT.)							
MARRAKECH	MOHAMMEDIA	04h50	07h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	05h50	08h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	06h50	09h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	07h50	10h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	08h50	11h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	09h50	12h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	10h50	13h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	11h50	14h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	12h50	15h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	13h50	16h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	14h50	17h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	15h50	18h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	16h50	19h48	142 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	17h50	20h48	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	MOHAMMEDIA	19h00	21h58	130 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	OUJDA	04h50	10h57	187 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	OUJDA	06h50	13h00	187 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	OUJDA	08h50	14h58	187 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	OUJDA	10h50	17h00	187 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	OUJDA	11h50	18h03	187 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	OUJDA	12h50	19h01	187 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	OUJDA	14h50	21h01	187 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	OUJDA	16h50	22h58	187 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TETOUAN SUPRATOURS	04h50	11h29	400 DH	correspondance 1 : 07h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 08h00	correspondance 2 : 10h10 a Gare TANGER VILLE - correspondance 20 Min - depart 10h30	pas de correspondance	pas de correspondance
MARRAKECH	TETOUAN SUPRATOURS	06h50	13h29	400 DH	correspondance 1 : 09h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 10h00	correspondance 2 : 12h10 a Gare TANGER VILLE - correspondance 20 Min - depart 12h30	pas de correspondance	pas de correspondance
MARRAKECH	TETOUAN SUPRATOURS	08h50	15h29	380 DH	correspondance 1 : 11h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 12h00	correspondance 2 : 14h10 a Gare TANGER VILLE - correspondance 20 Min - depart 14h30	pas de correspondance	pas de correspondance
MARRAKECH	TETOUAN SUPRATOURS	10h50	17h29	400 DH	correspondance 1 : 13h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 14h00	correspondance 2 : 16h10 a Gare TANGER VILLE - correspondance 20 Min - depart 16h30	pas de correspondance	pas de correspondance
MARRAKECH	TETOUAN SUPRATOURS	13h50	20h09	400 DH	correspondance 1 : 16h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 17h00	correspondance 2 : 19h10 a Gare TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance	pas de correspondance
MARRAKECH	TETOUAN SUPRATOURS	15h50	22h29	380 DH	correspondance 1 : 18h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 19h00	correspondance 2 : 21h10 a Gare TANGER VILLE - correspondance 20 Min - depart 21h30	pas de correspondance	pas de correspondance
MARRAKECH	RABAT AGDAL							
MARRAKECH	RABAT VILLE	04h50	08h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	05h50	09h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	06h50	10h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	07h50	11h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	08h50	12h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	09h50	13h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	10h50	14h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	11h50	15h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	12h50	16h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	13h50	17h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	14h50	18h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	15h50	19h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	16h50	20h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	17h50	21h24	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	RABAT VILLE	19h00	22h34	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SAFI							
MARRAKECH	SALE	04h50	08h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	05h50	09h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	06h50	10h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	07h50	11h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	08h50	12h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	09h50	13h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	10h50	14h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	11h50	15h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	12h50	16h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	13h50	17h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	14h50	18h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	15h50	19h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	16h50	20h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	17h50	21h36	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SALE	19h00	22h46	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	04h50	06h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	05h50	07h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	06h50	08h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	07h50	09h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	08h50	10h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	09h50	11h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	10h50	12h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	11h50	13h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	12h50	14h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	13h50	15h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	14h50	16h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	15h50	17h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	16h50	18h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	17h50	19h38	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	SETTAT	19h00	20h48	86 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	04h50	10h10	345 DH	correspondance 1 : 07h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 08h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	05h50	11h10	345 DH	correspondance 1 : 08h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 09h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	06h50	12h10	345 DH	correspondance 1 : 09h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 10h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	07h50	13h10	345 DH	correspondance 1 : 10h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 11h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	08h50	14h10	325 DH	correspondance 1 : 11h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 12h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	09h50	17h39	246 DH	correspondance 1 : 13h59 a Gare KENITRA - correspondance 26 Min - depart 14h25	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	10h50	16h10	345 DH	correspondance 1 : 13h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 14h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	11h50	17h10	325 DH	correspondance 1 : 14h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 15h00	pas de correspondance	pas de correspondance	pas de correspondance
