gare de depart	gare d'arrivee	heure de depart	heure d'arrivee	prix	correspondance 1	correspondance 2	correspondance 3	correspondance 4
AGADIR (SUPRAT.)	CASA VOYAGEURS	13h31	20h28	255 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	CASA VOYAGEURS	16h30	23h42	280 DH	correspondance 1 : 20h30 a Station MARRAKECH - correspondance 30 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	EL JADIDA	06h30	15h14	335 DH	correspondance 1 : 07h44 a Station Casa Oasis - correspondance 01h00 Min - depart 08h44	correspondance 2 : 11h14 a Station MARRAKECH - correspondance 31 Min - depart 11h45	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	ESSAOUIRA SUPRATOURS							
AGADIR (SUPRAT.)	FES	00h35	11h17	330 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	FES	04h30	15h20	330 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	FES	06h30	17h22	330 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	FES	08h30	19h23	345 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	FES	09h16	20h25	330 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	FES	09h30	20h25	330 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	FES	11h14	22h20	330 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	FES	13h31	00h12	330 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	GUELMIMA							
AGADIR (SUPRAT.)	KENITRA	00h35	08h59	300 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KENITRA	04h30	12h59	350 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KENITRA	06h30	14h59	350 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KENITRA	08h30	16h59	365 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KENITRA	09h16	17h59	350 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KENITRA	09h30	17h59	350 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KENITRA	11h14	19h59	350 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KENITRA	13h31	21h59	300 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KENITRA	16h30	01h37	330 DH	correspondance 1 : 20h30 a Station MARRAKECH - correspondance 30 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	KHOURIBGA	07h35	16h14	290 DH	correspondance 1 : 09h33 a Station BERRECHID - correspondance 33 Min - depart 10h06	correspondance 2 : 12h14 a Station MARRAKECH - correspondance 31 Min - depart 12h45	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	LAAYOUNE SUPRATOURS	10h15	21h59	350 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	LAAYOUNE SUPRATOURS	19h00	06h29	350 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	LAAYOUNE SUPRATOURS	20h00	07h29	350 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	LAAYOUNE SUPRATOURS	21h00	08h29	350 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	00h35	04h00	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	04h30	08h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	06h30	10h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	08h30	12h30	150 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	09h16	13h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	09h30	13h01	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	11h14	15h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	13h31	17h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	15h30	19h00	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	16h30	20h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	17h41	21h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARRAKECH	18h00	21h30	135 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MARTIL	00h35	12h00	555 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	correspondance 2 : 07h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 08h00	correspondance 3 : 10h10 a Station TANGER VILLE - correspondance 20 Min - depart 10h30	pas de correspondance
AGADIR (SUPRAT.)	MARTIL	04h30	16h00	555 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	correspondance 2 : 11h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 12h00	correspondance 3 : 14h10 a Station TANGER VILLE - correspondance 20 Min - depart 14h30	pas de correspondance
AGADIR (SUPRAT.)	MARTIL	06h30	18h00	555 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	correspondance 2 : 13h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 14h00	correspondance 3 : 16h10 a Station TANGER VILLE - correspondance 20 Min - depart 16h30	pas de correspondance
AGADIR (SUPRAT.)	MARTIL	09h16	21h00	555 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	correspondance 2 : 16h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 17h00	correspondance 3 : 19h10 a Station TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance
AGADIR (SUPRAT.)	MARTIL	09h30	21h00	555 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	correspondance 2 : 16h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 17h00	correspondance 3 : 19h10 a Station TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance
AGADIR (SUPRAT.)	MARTIL	11h14	23h00	555 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	correspondance 2 : 18h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 19h00	correspondance 3 : 21h10 a Station TANGER VILLE - correspondance 20 Min - depart 21h30	pas de correspondance
AGADIR (SUPRAT.)	MEKNES	00h35	10h37	315 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MEKNES	04h30	14h37	315 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MEKNES	06h30	16h37	315 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MEKNES	08h30	18h40	330 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MEKNES	09h16	19h40	315 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MEKNES	09h30	19h40	315 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MEKNES	11h14	21h40	315 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MEKNES	13h31	23h34	315 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MIDELT (SUPRAT.)							
AGADIR (SUPRAT.)	MOHAMMEDIA	00h35	07h48	265 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MOHAMMEDIA	04h30	11h48	306 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MOHAMMEDIA	06h30	13h48	306 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MOHAMMEDIA	08h30	15h48	321 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MOHAMMEDIA	09h16	16h48	306 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MOHAMMEDIA	09h30	16h48	306 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MOHAMMEDIA	11h14	18h48	306 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MOHAMMEDIA	13h31	20h48	265 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	MOHAMMEDIA	16h30	00h11	292 DH	correspondance 1 : 20h30 a Station MARRAKECH - correspondance 30 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	OUJDA	00h35	10h57	322 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	OUJDA	04h30	14h58	322 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	OUJDA	06h30	17h00	322 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	OUJDA	08h30	19h01	337 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TETOUAN SUPRATOURS	00h35	11h29	550 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	correspondance 2 : 07h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 08h00	correspondance 3 : 10h10 a Station TANGER VILLE - correspondance 20 Min - depart 10h30	pas de correspondance
AGADIR (SUPRAT.)	TETOUAN SUPRATOURS	04h30	15h29	550 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	correspondance 2 : 11h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 12h00	correspondance 3 : 14h10 a Station TANGER VILLE - correspondance 20 Min - depart 14h30	pas de correspondance
AGADIR (SUPRAT.)	TETOUAN SUPRATOURS	06h30	17h29	550 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	correspondance 2 : 13h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 14h00	correspondance 3 : 16h10 a Station TANGER VILLE - correspondance 20 Min - depart 16h30	pas de correspondance
AGADIR (SUPRAT.)	TETOUAN SUPRATOURS	09h16	20h09	550 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	correspondance 2 : 16h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 17h00	correspondance 3 : 19h10 a Station TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance
AGADIR (SUPRAT.)	TETOUAN SUPRATOURS	09h30	20h09	550 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	correspondance 2 : 16h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 17h00	correspondance 3 : 19h10 a Station TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance
AGADIR (SUPRAT.)	TETOUAN SUPRATOURS	11h14	22h29	550 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	correspondance 2 : 18h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 19h00	correspondance 3 : 21h10 a Station TANGER VILLE - correspondance 20 Min - depart 21h30	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	00h35	08h19	290 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	04h30	12h19	335 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	06h30	14h19	335 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	08h30	16h19	350 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	09h16	17h19	335 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	09h30	17h19	335 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	11h14	19h19	335 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	13h31	21h19	290 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT AGDAL	16h30	00h48	320 DH	correspondance 1 : 20h30 a Station MARRAKECH - correspondance 30 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	00h35	08h24	290 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	04h30	12h24	335 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	06h30	14h24	335 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	08h30	16h24	350 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	09h16	17h24	335 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	09h30	17h24	335 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	11h14	19h24	335 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	13h31	21h24	290 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	RABAT VILLE	16h30	00h56	320 DH	correspondance 1 : 20h30 a Station MARRAKECH - correspondance 30 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SAFI							
AGADIR (SUPRAT.)	SALE	00h35	08h36	290 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SALE	04h30	12h36	335 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SALE	06h30	14h36	335 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SALE	08h30	16h36	350 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SALE	09h16	17h36	335 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SALE	09h30	17h36	335 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SALE	11h14	19h36	335 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SALE	13h31	21h36	290 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SALE	16h30	01h10	320 DH	correspondance 1 : 20h30 a Station MARRAKECH - correspondance 30 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	00h35	06h38	221 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	04h30	10h38	248 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	06h30	12h38	248 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	08h30	14h38	263 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	09h16	15h38	248 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	09h30	15h38	248 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	11h14	17h38	248 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	13h31	19h38	221 DH	correspondance 1 : 17h30 a Station MARRAKECH - correspondance 20 Min - depart 17h50	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	SETTAT	16h30	22h47	239 DH	correspondance 1 : 20h30 a Station MARRAKECH - correspondance 30 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TANGER	00h35	10h10	495 DH	correspondance 1 : 04h00 a Station MARRAKECH - correspondance 50 Min - depart 04h50	correspondance 2 : 07h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 08h00	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TANGER	04h30	14h10	495 DH	correspondance 1 : 08h30 a Station MARRAKECH - correspondance 20 Min - depart 08h50	correspondance 2 : 11h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 12h00	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TANGER	06h30	16h10	495 DH	correspondance 1 : 10h30 a Station MARRAKECH - correspondance 20 Min - depart 10h50	correspondance 2 : 13h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 14h00	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TANGER	08h30	18h10	510 DH	correspondance 1 : 12h30 a Station MARRAKECH - correspondance 20 Min - depart 12h50	correspondance 2 : 15h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 16h00	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TANGER	09h16	19h10	495 DH	correspondance 1 : 13h30 a Station MARRAKECH - correspondance 20 Min - depart 13h50	correspondance 2 : 16h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 17h00	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TANGER	09h30	19h10	495 DH	correspondance 1 : 13h01 a Station MARRAKECH - correspondance 49 Min - depart 13h50	correspondance 2 : 16h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 17h00	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TANGER	11h14	21h10	495 DH	correspondance 1 : 15h30 a Station MARRAKECH - correspondance 20 Min - depart 15h50	correspondance 2 : 18h28 a Station CASA VOYAGEURS - correspondance 32 Min - depart 19h00	pas de correspondance	pas de correspondance
AGADIR (SUPRAT.)	TANGER	16h30	06h19	371 DH	correspondance 1 : 20h30 a Station MARRAKECH - correspondance 30 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	ADDAKHLA SUPRATOURS	19h31	20h30	715 DH	correspondance 1 : 20h14 a Station MARRAKECH - correspondance 46 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	AGADIR (SUPRAT.)	10h31	15h14	190 DH	correspondance 1 : 11h14 a Station MARRAKECH - correspondance 31 Min - depart 11h45	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	AGADIR (SUPRAT.)	11h31	16h14	190 DH	correspondance 1 : 12h14 a Station MARRAKECH - correspondance 31 Min - depart 12h45	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	AGADIR (SUPRAT.)	12h31	18h15	190 DH	correspondance 1 : 13h14 a Station MARRAKECH - correspondance 01h31 Min - depart 14h45	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	AGADIR (SUPRAT.)	14h31	19h15	205 DH	correspondance 1 : 15h14 a Station MARRAKECH - correspondance 31 Min - depart 15h45	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	AGADIR (SUPRAT.)	15h31	20h15	190 DH	correspondance 1 : 16h14 a Station MARRAKECH - correspondance 31 Min - depart 16h45	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	AGADIR (SUPRAT.)	17h31	22h15	190 DH	correspondance 1 : 18h14 a Station MARRAKECH - correspondance 31 Min - depart 18h45	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	AGADIR (SUPRAT.)	19h31	00h28	190 DH	correspondance 1 : 20h14 a Station MARRAKECH - correspondance 46 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	AGADIR (SUPRAT.)	21h31	02h30	190 DH	correspondance 1 : 22h14 a Station MARRAKECH - correspondance 31 Min - depart 22h45	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA PORT							
BENGUERIR	CASA VOYAGEURS	05h35	07h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	06h35	08h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	07h35	09h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	08h35	10h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	09h35	11h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	10h35	12h28	85 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	11h35	13h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	12h35	14h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	13h35	15h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	14h35	16h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
BENGUERIR	CASA VOYAGEURS	15h35	17h28	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
