gare de depart,gare d'arrivee,date de voyage,heure de depart,heure d'arrivee,prix,correspondance 1,correspondance 2,correspondance 3,correspondance 4
MARRAKECH,BENGUERIR,01/08/2024,16h50,17h34,45 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,BENGUERIR,01/08/2024,17h50,18h34,45 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,BENGUERIR,01/08/2024,19h00,19h44,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA PORT,01/08/2024,,,,,,,
MARRAKECH,CASA VOYAGEURS,01/08/2024,04h50,07h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,05h50,08h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,06h50,09h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,07h50,10h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,08h50,11h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,09h50,12h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,10h50,13h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,11h50,14h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,12h50,15h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,13h50,16h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,14h50,17h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,15h50,18h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,16h50,19h28,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,17h50,20h28,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,CASA VOYAGEURS,01/08/2024,19h00,21h38,120 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,EL JADIDA,01/08/2024,05h50,10h10,160 DH,correspondance 1 : 08h20 à Gare Casa Oasis - correspondance 34 Min - départ 08h54,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,EL JADIDA,01/08/2024,07h50,12h05,160 DH,correspondance 1 : 10h20 à Gare Casa Oasis - correspondance 34 Min - départ 10h54,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,EL JADIDA,01/08/2024,09h50,14h05,160 DH,correspondance 1 : 12h20 à Gare Casa Oasis - correspondance 34 Min - départ 12h54,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,EL JADIDA,01/08/2024,11h50,16h08,160 DH,correspondance 1 : 14h20 à Gare Casa Oasis - correspondance 34 Min - départ 14h54,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,EL JADIDA,01/08/2024,13h50,18h07,160 DH,correspondance 1 : 16h20 à Gare Casa Oasis - correspondance 31 Min - départ 16h51,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,EL JADIDA,01/08/2024,14h50,19h05,160 DH,correspondance 1 : 17h20 à Gare Casa Oasis - correspondance 34 Min - départ 17h54,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,EL JADIDA,01/08/2024,15h50,20h10,160 DH,correspondance 1 : 18h20 à Gare Casa Oasis - correspondance 34 Min - départ 18h54,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,EL JADIDA,01/08/2024,16h50,21h00,175 DH,correspondance 1 : 19h20 à Gare Casa Oasis - correspondance 38 Min - départ 19h58,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,ESSAOUIRA SUPRATOURS,01/08/2024,07h45,10h45,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,ESSAOUIRA SUPRATOURS,01/08/2024,09h00,12h00,125 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,ESSAOUIRA SUPRATOURS,01/08/2024,10h45,13h45,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,ESSAOUIRA SUPRATOURS,01/08/2024,12h00,15h00,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,ESSAOUIRA SUPRATOURS,01/08/2024,14h45,17h45,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,ESSAOUIRA SUPRATOURS,01/08/2024,16h45,19h45,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,ESSAOUIRA SUPRATOURS,01/08/2024,19h00,22h00,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,04h50,11h17,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,05h50,12h20,235 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,06h50,13h20,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,07h50,14h20,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,08h50,15h20,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,09h50,16h20,215 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,10h50,17h22,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,11h50,18h25,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,12h50,19h23,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,13h50,20h25,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,14h50,21h23,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,15h50,22h20,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,16h50,23h20,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,FES,01/08/2024,17h50,00h12,195 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,GUELMIMA,01/08/2024,08h00,16h59,220 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,04h50,08h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,05h50,09h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,06h50,10h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,07h50,11h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,08h50,12h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,09h50,13h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,10h50,14h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,11h50,15h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,12h50,16h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,13h50,17h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,14h50,18h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,15h50,19h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,16h50,20h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,17h50,21h59,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KENITRA,01/08/2024,19h00,23h09,165 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KHOURIBGA,01/08/2024,05h50,10h43,124 DH,correspondance 1 : 07h58 à Gare BERRECHID - correspondance 50 Min - départ 08h48,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,KHOURIBGA,01/08/2024,16h50,21h51,133 DH,correspondance 1 : 18h58 à Gare BERRECHID - correspondance 55 Min - départ 19h53,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,LAAYOUNE SUPRATOURS,01/08/2024,05h00,21h59,480 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,LAAYOUNE SUPRATOURS,01/08/2024,15h30,07h14,480 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,LAAYOUNE SUPRATOURS,01/08/2024,19h00,09h00,480 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,LAAYOUNE SUPRATOURS,01/08/2024,21h00,11h29,480 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,LAAYOUNE SUPRATOURS,01/08/2024,23h00,12h30,480 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MARTIL,01/08/2024,04h50,12h00,405 DH,correspondance 1 : 07h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 08h00,correspondance 2 : 10h10 à Gare TANGER VILLE - correspondance 20 Min - départ 10h30,pas de correspondance,pas de correspondance
MARRAKECH,MARTIL,01/08/2024,06h50,14h00,405 DH,correspondance 1 : 09h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 10h00,correspondance 2 : 12h10 à Gare TANGER VILLE - correspondance 20 Min - départ 12h30,pas de correspondance,pas de correspondance
MARRAKECH,MARTIL,01/08/2024,08h50,16h00,385 DH,correspondance 1 : 11h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 12h00,correspondance 2 : 14h10 à Gare TANGER VILLE - correspondance 20 Min - départ 14h30,pas de correspondance,pas de correspondance
MARRAKECH,MARTIL,01/08/2024,10h50,18h00,405 DH,correspondance 1 : 13h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 14h00,correspondance 2 : 16h10 à Gare TANGER VILLE - correspondance 20 Min - départ 16h30,pas de correspondance,pas de correspondance
MARRAKECH,MARTIL,01/08/2024,13h50,21h00,405 DH,correspondance 1 : 16h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 17h00,correspondance 2 : 19h10 à Gare TANGER VILLE - correspondance 20 Min - départ 19h30,pas de correspondance,pas de correspondance
MARRAKECH,MARTIL,01/08/2024,15h50,23h00,385 DH,correspondance 1 : 18h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 19h00,correspondance 2 : 21h10 à Gare TANGER VILLE - correspondance 20 Min - départ 21h30,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,04h50,10h37,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,05h50,11h40,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,06h50,12h37,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,07h50,13h40,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,08h50,14h37,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,09h50,15h40,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,10h50,16h37,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,11h50,17h40,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,12h50,18h40,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,13h50,19h40,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,14h50,20h37,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,15h50,21h40,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,16h50,22h37,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MEKNES,01/08/2024,17h50,23h34,180 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MIDELT (SUPRAT.),01/08/2024,,,,,,,
MARRAKECH,MOHAMMEDIA,01/08/2024,04h50,07h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,05h50,08h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,06h50,09h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,07h50,10h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,08h50,11h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,09h50,12h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,10h50,13h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,11h50,14h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,12h50,15h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,13h50,16h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,14h50,17h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,15h50,18h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,16h50,19h48,142 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,17h50,20h48,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,MOHAMMEDIA,01/08/2024,19h00,21h58,130 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,OUJDA,01/08/2024,04h50,10h57,187 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,OUJDA,01/08/2024,06h50,13h00,187 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,OUJDA,01/08/2024,08h50,14h58,187 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,OUJDA,01/08/2024,10h50,17h00,187 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,OUJDA,01/08/2024,11h50,18h03,187 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,OUJDA,01/08/2024,12h50,19h01,187 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,OUJDA,01/08/2024,14h50,21h01,187 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,OUJDA,01/08/2024,16h50,22h58,187 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,TETOUAN SUPRATOURS,01/08/2024,04h50,11h29,400 DH,correspondance 1 : 07h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 08h00,correspondance 2 : 10h10 à Gare TANGER VILLE - correspondance 20 Min - départ 10h30,pas de correspondance,pas de correspondance
MARRAKECH,TETOUAN SUPRATOURS,01/08/2024,06h50,13h29,400 DH,correspondance 1 : 09h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 10h00,correspondance 2 : 12h10 à Gare TANGER VILLE - correspondance 20 Min - départ 12h30,pas de correspondance,pas de correspondance
MARRAKECH,TETOUAN SUPRATOURS,01/08/2024,08h50,15h29,380 DH,correspondance 1 : 11h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 12h00,correspondance 2 : 14h10 à Gare TANGER VILLE - correspondance 20 Min - départ 14h30,pas de correspondance,pas de correspondance
MARRAKECH,TETOUAN SUPRATOURS,01/08/2024,10h50,17h29,400 DH,correspondance 1 : 13h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 14h00,correspondance 2 : 16h10 à Gare TANGER VILLE - correspondance 20 Min - départ 16h30,pas de correspondance,pas de correspondance
MARRAKECH,TETOUAN SUPRATOURS,01/08/2024,13h50,20h09,400 DH,correspondance 1 : 16h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 17h00,correspondance 2 : 19h10 à Gare TANGER VILLE - correspondance 20 Min - départ 19h30,pas de correspondance,pas de correspondance
MARRAKECH,TETOUAN SUPRATOURS,01/08/2024,15h50,22h29,380 DH,correspondance 1 : 18h28 à Gare CASA VOYAGEURS - correspondance 32 Min - départ 19h00,correspondance 2 : 21h10 à Gare TANGER VILLE - correspondance 20 Min - départ 21h30,pas de correspondance,pas de correspondance
MARRAKECH,RABAT AGDAL,01/08/2024,,,,,,,
MARRAKECH,RABAT VILLE,01/08/2024,04h50,08h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,05h50,09h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,06h50,10h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,07h50,11h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,08h50,12h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,09h50,13h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,10h50,14h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,11h50,15h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,12h50,16h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,13h50,17h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,14h50,18h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,15h50,19h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,16h50,20h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,17h50,21h24,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,RABAT VILLE,01/08/2024,19h00,22h34,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SAFI,01/08/2024,,,,,,,
MARRAKECH,SALE,01/08/2024,04h50,08h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,05h50,09h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,06h50,10h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,07h50,11h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,08h50,12h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,09h50,13h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,10h50,14h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,11h50,15h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,12h50,16h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,13h50,17h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,14h50,18h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,15h50,19h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,16h50,20h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,17h50,21h36,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SALE,01/08/2024,19h00,22h46,155 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SETTAT,01/08/2024,04h50,06h38,86 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SETTAT,01/08/2024,05h50,07h38,86 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SETTAT,01/08/2024,06h50,08h38,86 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
MARRAKECH,SETTAT,01/08/2024,07h50,09h38,86 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
