gare de depart,gare d'arrivee,date de voyage,heure de depart,heure d'arrivee,prix,correspondance 1,correspondance 2,correspondance 3,correspondance 4
RABAT AGDAL,LAAYOUNE SUPRATOURS,01/08/2024,18h25,12h30,700 DH,correspondance 1 : 19h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 19h35,correspondance 2 : 22h14 à Gare MARRAKECH - correspondance 46 Min - départ 23h00,pas de correspondance,pas de correspondance
RABAT AGDAL,LAAYOUNE SUPRATOURS,01/08/2024,18h40,12h30,680 DH,correspondance 1 : 22h14 à Gare MARRAKECH - correspondance 46 Min - départ 23h00,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,05h17,09h01,185 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,08h25,12h14,220 DH,correspondance 1 : 09h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 09h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,08h40,12h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,09h25,13h14,220 DH,correspondance 1 : 10h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 10h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,09h40,13h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,10h25,14h14,220 DH,correspondance 1 : 11h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 11h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,10h40,14h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,11h40,15h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,12h25,16h14,220 DH,correspondance 1 : 13h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 13h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,12h40,16h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,13h25,17h14,220 DH,correspondance 1 : 14h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 14h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,13h40,17h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,14h40,18h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,15h25,19h14,220 DH,correspondance 1 : 16h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 16h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,15h40,19h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,16h25,20h14,220 DH,correspondance 1 : 17h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 17h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,16h40,20h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,17h25,21h14,220 DH,correspondance 1 : 18h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 18h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARRAKECH,01/08/2024,17h40,21h14,200 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,06h50,10h00,250 DH,correspondance 1 : 08h10 à Gare TANGER VILLE - correspondance 20 Min - départ 08h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,08h50,12h00,265 DH,correspondance 1 : 10h10 à Gare TANGER VILLE - correspondance 20 Min - départ 10h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,09h50,13h00,265 DH,correspondance 1 : 11h10 à Gare TANGER VILLE - correspondance 20 Min - départ 11h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,10h50,14h00,265 DH,correspondance 1 : 12h10 à Gare TANGER VILLE - correspondance 20 Min - départ 12h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,12h50,16h00,265 DH,correspondance 1 : 14h10 à Gare TANGER VILLE - correspondance 20 Min - départ 14h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,14h50,18h00,265 DH,correspondance 1 : 16h10 à Gare TANGER VILLE - correspondance 20 Min - départ 16h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,15h50,19h00,265 DH,correspondance 1 : 17h10 à Gare TANGER VILLE - correspondance 20 Min - départ 17h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,17h50,21h00,265 DH,correspondance 1 : 19h10 à Gare TANGER VILLE - correspondance 20 Min - départ 19h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MARTIL,01/08/2024,19h50,23h00,265 DH,correspondance 1 : 21h10 à Gare TANGER VILLE - correspondance 20 Min - départ 21h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,06h31,08h45,85 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,07h31,09h53,85 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,08h21,10h37,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,09h21,11h40,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,10h21,12h37,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,11h21,13h40,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,12h21,14h37,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,13h21,15h40,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,14h21,16h37,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,15h21,17h40,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,16h21,18h40,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,17h21,19h40,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,18h21,20h37,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,19h21,21h40,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,20h21,22h37,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,21h21,23h34,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,22h08,00h25,85 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MEKNES,01/08/2024,22h31,00h47,100 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MIDELT (SUPRAT.),01/08/2024,,,,,,,
RABAT AGDAL,MOHAMMEDIA,01/08/2024,05h17,05h48,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,05h58,06h29,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,06h36,07h14,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,06h49,07h24,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,07h10,07h48,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,07h40,08h10,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,07h47,08h25,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,08h10,08h48,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,08h40,09h10,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,08h47,09h21,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,09h10,09h48,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,09h47,10h25,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,10h10,10h48,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,10h51,11h33,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,11h10,11h48,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,11h51,12h24,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,12h10,12h48,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,12h51,13h33,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,13h10,13h48,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,MOHAMMEDIA,01/08/2024,13h51,14h24,30 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,06h31,09h09,104 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,07h31,10h14,94 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,08h21,10h57,113 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,10h21,13h00,113 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,12h21,14h58,113 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,14h21,17h00,113 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,15h21,18h03,113 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,16h21,19h01,113 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,18h21,21h01,113 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,OUJDA,01/08/2024,20h21,22h58,113 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,06h50,09h29,245 DH,correspondance 1 : 08h10 à Gare TANGER VILLE - correspondance 20 Min - départ 08h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,08h50,11h29,260 DH,correspondance 1 : 10h10 à Gare TANGER VILLE - correspondance 20 Min - départ 10h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,09h50,12h09,260 DH,correspondance 1 : 11h10 à Gare TANGER VILLE - correspondance 20 Min - départ 11h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,10h50,13h29,260 DH,correspondance 1 : 12h10 à Gare TANGER VILLE - correspondance 20 Min - départ 12h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,12h50,15h29,260 DH,correspondance 1 : 14h10 à Gare TANGER VILLE - correspondance 20 Min - départ 14h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,14h50,17h29,260 DH,correspondance 1 : 16h10 à Gare TANGER VILLE - correspondance 20 Min - départ 16h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,15h50,18h29,260 DH,correspondance 1 : 17h10 à Gare TANGER VILLE - correspondance 20 Min - départ 17h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,17h50,20h09,260 DH,correspondance 1 : 19h10 à Gare TANGER VILLE - correspondance 20 Min - départ 19h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TETOUAN SUPRATOURS,01/08/2024,19h50,22h29,260 DH,correspondance 1 : 21h10 à Gare TANGER VILLE - correspondance 20 Min - départ 21h30,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,00h52,00h56,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,06h31,06h34,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,07h22,07h25,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,07h31,07h34,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,08h12,08h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,08h21,08h24,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,08h33,08h36,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,09h12,09h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,09h21,09h24,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,09h31,09h34,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,10h12,10h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,10h29,10h32,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,11h12,11h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,12h12,12h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,13h12,13h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,14h12,14h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,15h12,15h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,16h12,16h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,16h31,16h34,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,RABAT VILLE,01/08/2024,17h12,17h15,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SAFI,01/08/2024,,,,,,,
RABAT AGDAL,SALE,01/08/2024,00h52,01h10,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,06h31,06h46,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,07h22,07h36,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,07h31,07h46,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,08h12,08h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,08h21,08h36,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,08h33,08h47,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,09h12,09h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,09h21,09h36,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,09h31,09h45,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,10h12,10h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,10h29,10h44,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,11h12,11h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,12h12,12h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,13h12,13h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,14h12,14h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,15h12,15h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,16h12,16h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,16h31,16h45,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SALE,01/08/2024,17h12,17h26,15 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,05h17,07h10,70 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,07h10,09h58,75 DH,correspondance 1 : 08h11 à Gare CASA PORT - correspondance 29 Min - départ 08h40,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,07h25,09h58,95 DH,correspondance 1 : 08h10 à Gare CASA VOYAGEURS - correspondance 43 Min - départ 08h53,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,08h25,10h28,105 DH,correspondance 1 : 09h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 09h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,08h40,10h28,95 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,09h10,11h58,75 DH,correspondance 1 : 10h10 à Gare CASA PORT - correspondance 30 Min - départ 10h40,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,09h25,11h28,105 DH,correspondance 1 : 10h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 10h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,09h40,11h28,95 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,10h25,12h28,105 DH,correspondance 1 : 11h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 11h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,10h40,12h28,95 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,11h10,13h58,75 DH,correspondance 1 : 12h10 à Gare CASA PORT - correspondance 30 Min - départ 12h40,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,11h25,13h58,95 DH,correspondance 1 : 12h10 à Gare CASA VOYAGEURS - correspondance 43 Min - départ 12h53,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,11h40,13h28,95 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,12h25,14h28,105 DH,correspondance 1 : 13h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 13h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,12h40,14h28,95 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,13h10,15h58,75 DH,correspondance 1 : 14h10 à Gare CASA PORT - correspondance 30 Min - départ 14h40,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,SETTAT,01/08/2024,13h25,15h28,105 DH,correspondance 1 : 14h10 à Gare CASA VOYAGEURS - correspondance 25 Min - départ 14h35,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,00h52,06h19,101 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,06h50,08h10,160 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,07h22,09h10,190 DH,correspondance 1 : 08h01 à Gare KENITRA - correspondance 19 Min - départ 08h20,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,07h50,09h10,205 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,08h12,10h10,190 DH,correspondance 1 : 08h49 à Gare KENITRA - correspondance 31 Min - départ 09h20,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,08h50,10h10,205 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,09h12,11h10,190 DH,correspondance 1 : 09h51 à Gare KENITRA - correspondance 29 Min - départ 10h20,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,09h21,13h47,101 DH,correspondance 1 : 09h59 à Gare KENITRA - correspondance 26 Min - départ 10h25,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,09h31,11h10,190 DH,correspondance 1 : 10h07 à Gare KENITRA - correspondance 13 Min - départ 10h20,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,09h50,11h10,205 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,10h12,12h10,190 DH,correspondance 1 : 10h51 à Gare KENITRA - correspondance 29 Min - départ 11h20,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,10h50,12h10,205 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,11h12,13h10,190 DH,correspondance 1 : 11h51 à Gare KENITRA - correspondance 29 Min - départ 12h20,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,11h50,13h10,205 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,12h12,14h10,190 DH,correspondance 1 : 12h48 à Gare KENITRA - correspondance 32 Min - départ 13h20,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,12h50,14h10,205 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT AGDAL,TANGER,01/08/2024,13h12,17h39,101 DH,correspondance 1 : 13h51 à Gare KENITRA - correspondance 34 Min - départ 14h25,pas de correspondance,pas de correspondance,pas de correspondance
RABAT VILLE,ADDAKHLA SUPRATOURS,01/08/2024,,,,,,,
RABAT VILLE,AGADIR (SUPRAT.),01/08/2024,,,,,,,
RABAT VILLE,BENGUERIR,01/08/2024,,,,,,,
RABAT VILLE,CASA PORT,01/08/2024,,,,,,,
RABAT VILLE,CASA VOYAGEURS,01/08/2024,,,,,,,
RABAT VILLE,EL JADIDA,01/08/2024,,,,,,,
RABAT VILLE,ESSAOUIRA SUPRATOURS,01/08/2024,09h35,17h45,300 DH,correspondance 1 : 13h14 à Gare MARRAKECH - correspondance 01h31 Min - départ 14h45,pas de correspondance,pas de correspondance,pas de correspondance
RABAT VILLE,ESSAOUIRA SUPRATOURS,01/08/2024,10h35,17h45,300 DH,correspondance 1 : 14h14 à Gare MARRAKECH - correspondance 31 Min - départ 14h45,pas de correspondance,pas de correspondance,pas de correspondance
RABAT VILLE,ESSAOUIRA SUPRATOURS,01/08/2024,11h35,19h45,300 DH,correspondance 1 : 15h14 à Gare MARRAKECH - correspondance 01h31 Min - départ 16h45,pas de correspondance,pas de correspondance,pas de correspondance
RABAT VILLE,ESSAOUIRA SUPRATOURS,01/08/2024,12h35,19h45,300 DH,correspondance 1 : 16h14 à Gare MARRAKECH - correspondance 31 Min - départ 16h45,pas de correspondance,pas de correspondance,pas de correspondance
RABAT VILLE,ESSAOUIRA SUPRATOURS,01/08/2024,14h35,22h00,300 DH,correspondance 1 : 18h14 à Gare MARRAKECH - correspondance 46 Min - départ 19h00,pas de correspondance,pas de correspondance,pas de correspondance
RABAT VILLE,FES,01/08/2024,06h37,09h27,115 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
RABAT VILLE,FES,01/08/2024,07h37,10h33,105 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
